offre_id,dossier_id,fichier_source,nom_repreneur,forme_juridique_repreneur,capital_repreneur,rcs_repreneur,adresse_repreneur,dirigeant_repreneur,groupe_appartenance,type_offre,date_offre,societe_cessionnaire,prix_total_eur,prix_incorporels_eur,prix_corporels_eur,emplois_repris,perimetre_actifs,exclusions,conditions_suspensives,mode_financement,ca_repreneur_eur,resultat_exploitation_repreneur_eur,resultat_net_repreneur_eur,total_actif_eur,capitaux_propres_eur,validite_offre,avocat_repreneur,notes
"45-11","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre11.pdf","IFCV","Société (groupe formation)",,,,,"IFCV (Institut de Formation Continue Vocationnelle)","Offre de reprise",2026-04-10,"Ascencia Business School (périmètre partiel)",10000,,,,"Périmètre partiel Ascencia BS","À préciser","À préciser","Fonds propres",,,,,,,,"PDF non détaillé dans cette session - données extraites antérieurement. Prix 10.000€ symbolique pour périmètre partiel Ascencia BS."
"45-12","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre12.pdf","IGS","Groupe IGS / Groupe Institut de Gestion Sociale",,,,,"Groupe IGS","Offre de reprise (intention)",2026-04-10,"Périmètre à définir",0,,,,"Périmètre à définir","À préciser","À préciser","À préciser",,,,,,,,"PDF non détaillé dans cette session - données extraites antérieurement. Prix 0€ - lettre d'intention sans prix ferme. Groupe IGS = acteur historique enseignement supérieur RH/management."
"45-13","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre13.pdf","IRFA BFC","Association loi 1901",,,,,"IRFA Bourgogne Franche-Comté","Offre de reprise",2026-04-10,"VIA FORMATION (titres ou actifs)",30000,,,,"Titres VIA FORMATION ou actifs liés","À préciser","À préciser","Fonds propres association",,,,,,,,"PDF non détaillé dans cette session - données extraites antérieurement. Prix 30.000€ pour reprise VIA FORMATION (54,5% détenue par CDP + 45,5% par IRFA Formation/IRFA Evolution toutes deux présidées par CDP)."
"45-14","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre14.pdf","PMP CONSULTING","Société",,"798480984 RCS Romans","Eva MOULIN + Alexis MIRONNEAU (co-gérants)",,"Co-actionnaire historique NEXT STEP (50%)","Offre de reprise",2026-04-10,"NEXT STEP (50% titres détenus par CDP - reprise contrôle total 100%)",200000,,,,"50% titres NEXT STEP (RCS Nanterre 917533598) détenus par CDP - permet à PMP de monter à 100% NEXT STEP (Man'Agir Consultants 422811539 + 3 sociétés Eva Moulin: Adterra, Admetis, Adeos Formation)","À préciser","À préciser","Fonds propres + financement bancaire",,,,,,,,"PDF non détaillé dans cette session - données extraites antérieurement. Prix 200.000€. CONCURRENTE DIRECTE avec NEXT STEP HOLDCO (45-20, 300.000€) sur le même périmètre. PMP Consulting détient déjà 50% NEXT STEP. Alexis MIRONNEAU également gérant OCEA Invest (offre 45-22 sur ECEMA Valence). Eva MOULIN fondatrice 3 sociétés filiales NEXT STEP."
"45-15","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre15.pdf","VERDOSO","SAS",3249428,"789095999 RCS Paris",,"Sacha ULLMANN-HAMON (Prés.) / Vincent FAHMY (DG)","Groupe VERDOSO Industries (fonds investissement situations spéciales)","Offre de reprise (symbolique)",2026-04-10,"Périmètre vaste: Ascencia BS + Marne-la-Vallée + Saint-Quentin + Evry + E2SE + E2SE Groupe + ECEMA + ELFE + COMUNDI + associations IFOCOP/IRFA/AE2SE",11,,,55,"Ascencia BS + 3 campus Ascencia (Marne-la-Vallée, Saint-Quentin, Evry) + E2SE SAS + E2SE Groupe + ECEMA + ELFE (Ecole Française de Langues Etrangères) + COMUNDI + associations IFOCOP + IRFA + AE2SE","À préciser","À préciser","Fonds propres VERDOSO",,,,,,,2026-05-31,,"PDF non détaillé dans cette session - données extraites antérieurement. Prix 11€ symbolique pour large périmètre. 50 CDI + 5 contrats apprentissage repris. VERDOSO = fonds spécialisé situations spéciales/distressed. Très large périmètre mais prix très faible signal du repreneur sur faible valeur résiduelle. Détail périmètre Annexe 4/5 de l'offre."
"45-16","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre16.pdf","EUREKA EDUCATION","SAS à mission",28586686,"838168011 RCS Paris","145 boulevard Haussmann 75008 Paris","Patrick DESTANG (via ARCHIMEDE SAS 889405965)","Groupe EUREKA EDUCATION (CA 300M€, 3000 salariés, 120 campus, 6500 entreprises partenaires)","Offre de reprise plan de cession",2026-04-10,"E2SE SAS (100% titres) - SAS unipersonnelle RCS Caen 418113908",500000,500000,0,107,"100% titres participation E2SE SAS (siège 4 rue des Mouettes 14000 Caen). E2SE Groupe (51,43% détenu par CDP) propriétaire E2SE Campus 1+2 Caen, exploite baux E2SE Campus 3 Colombelles + E2SE Le Havre Colbert","Conséquences financières mises en demeure/injonctions antérieures à Date Entrée Jouissance; tout litige en cours","11 CS: (i) accord partenaires bancaires; (ii) accord conseil surveillance ARCHIMEDE; (iii) accord créancier CDP nantissement E2SE; (iv) nouveaux baux; (v) infos complémentaires; (vi) rencontrer dirigeants 30/04/2026; (vii) visiter campus 30/04/2026; (viii) audits; (ix) Qualiopi; (x) conformité ERP; (xi) absence événement défavorable","Fonds propres + soutien actionnaires",300000000,,,,,2026-05-31,"Me Virginie HUG DE LARAUZE (VHL Avocats)","Périmètre social: 107 emplois directs + 397 formateurs prestataires. EUREKA = société à mission depuis 09/2022 (loi PACTE). Architecture: ARCHIMEDE > EUREKA EDUCATION. Implantations France, Espagne (Albali), Angleterre (Knovia Group). 21 titres RNCP. Synergies E2SE (Normandie où EUREKA peu implanté) via plateforme RNCP + marques ESCT/SUPtertiaire/ADT/Euridis/NEXa/Terrade. Voir aussi 45-03 (même offre, version 45 pages avec annexes complètes)."
"45-17","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre17.pdf","Repreneur 45-17","Société (à confirmer)",,,,,"Groupe à confirmer","Offre de reprise",2026-04-10,"Périmètre à confirmer (58 pages PDF non lu intégralement)",,,,,"Périmètre à analyser","À préciser","À préciser","À préciser",,,,,,,,"PDF NON LU EN DÉTAIL dans cette session (58 pages, 2,08MB). Données à extraire ultérieurement par lecture complète. Document signé Docusign présent."
"45-18","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre18.pdf","Hubert DUPUY","Personne physique",,,,"Hubert DUPUY (fondateur et DG actuel ISEV)","Personne physique (et SASU H de H pour 22,5% personnels)","Offre de reprise",2026-04-09,"Institut Supérieur de l'Evénement / ISEV - 4047 parts sociales (53,25%) détenues par CDP",5000,1500,3500,4,"4047 parts sociales sur 7600 ISEV (53,25% détenues par CDP). Reste capital: Hubert Dupuy 22,5%, 32 entreprises de l'événement 24,25%","À préciser","Aucune condition suspensive (offre ferme, agrément assuré via art. 10.1.3 statuts ISEV)","Fonds propres - 5000€ comptant signature + engagement règlement créances CDP 145.119,68€ TTC échéancier (35k 20/05/2026 + 40k 20/07/2026 + 43.239,68 20/09/2026 + 21k facture Collège of Art and Design + 5.880€ facture E2SE)",939000,30500,,,19360,,,"3 CDI + 1 apprentie repris. ISEV = école nomade événementiel (cours sur sites: Grand Palais, Parc des Princes, AccorArena, etc.). 82 étudiants, 40 intervenants, 60 responsables sites événementiels. Bachelor 3 + M1 + M2. CFA depuis 2023. Titre RNCP niveau 6. Budget prévisionnel 2025-26: 939k€ CA / 908,5k€ charges / +30,5k€ résultat. Plan 2027-28: 1,5M€ CA / +83k€. Hubert DUPUY: cpts personnels Banque Populaire +19.360,85€. Engagement règlement intégral créances CDP 145.119,68€ TTC. Date entrée jouissance = validation."
"45-19","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre19.pdf","Marie ROLLAND + Sophie ROLLAND","Personnes physiques (PACS) avec faculté de substitution",,,"44 bd de Montréal 06200 Nice / 670 Route de l'Aire 06950 Falicon","Marie ROLLAND / Sophie ROLLAND","Familial (parents fondateurs ESCCOM 1991)","Offre de cession partielle",2026-04-10,"ESCCOM - 306051 actions (51%)",51000,51000,0,0,"306051 actions ordinaires ESCCOM détenues par CDP (51% capital, RCS Nice 383704319, SAS cap 3048,98€, 22 rue El Nouzah 06000 Nice)","Aucun contrat de travail repris, aucun contrat en cours repris","(1) Inclusion dans périmètre actifs RJ CDP; (2) existence offre concurrente cession actions ESCCOM; (3) accord Tribunal commerce Nice L.631-10; (4) absence nantissement/droit rétention L.642-12","Fonds propres - chèque banque",,,,,,"Audience du Tribunal","Me Marie BOISSIN (SELARL CAPELA)","DOUBLON FONCTIONNEL DE 45-02 (même offre, contenu identique). offre19 = 13 pages texte vs offre2 = 112 pages avec annexes complètes. ESCCOM en RJ Nice depuis 12/02/2026 (AJ Me Xavier HUERTAS, MJ Me Denis GASNIER, période obs jusqu'au 12/08/2026). Bilan ESCCOM 31/08/2025: CA 8.913.968€ (-26%), Rex -1.591.634€, RN -1.811.360€. Pacte d'associés inaliénabilité 6 ans depuis 7/01/2023. Faculté substitution vers société à constituer."
"45-20","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre20.pdf","NEXT STEP HOLDCO (en formation)","SAS en formation",,,,"Sylvie CLEMENT + Gilles GURY + Pierre-Charles TAVERA + Laure PERRIN + Abiramie PRABHAKAR + Mireille MEISSEL (6 salariés Man'Agir)","Salariés Man'Agir Consultants","Lettre d'offre sous conditions suspensives",2026-04-09,"NEXT STEP (50% titres détenus par CDP) puis Man'Agir Consultants 100% via accord PMP",300000,300000,0,7,"50% titres NEXT STEP (RCS Nanterre 917533598) détenus par CDP + 100% titres Man'Agir Consultants (RCS Paris 422811539, 15 rue Ambroise Thomas 75009 Paris) après accord avec PMP Consulting + reprise créance compte-courant CDP/Next Step","Aucun salarié CDP repris (sauf 7 Man'Agir), aucun bail, aucune marque CDP","7 CS: (i) titres NEXT STEP libres de tout droit; (ii) trésorerie Man'Agir ≥370k€ à l'audience; (iii) maintien/renouvellement Qualiopi Man'Agir; (iv) financement bancaire couvrant prix + 100k€ BFR; (v) constitution Next Step HoldCo; (vi) accord PMP Consulting sur répartition Next Step pour atteindre 100% Man'Agir; (vii) finalisation due diligence","Financement bancaire moyen/long terme + 100k€ pour trésorerie/BFR Man'Agir",,,,,,,"BREDIN PRAT (Clément AUVRAY) / Charles SAHEL","CONCURRENTE DIRECTE avec PMP Consulting (45-14, 200.000€). NEXT STEP détient 100% Man'Agir + 3 sociétés Eva Moulin (Adterra, Admetis, Adeos Formation). Trésorerie Man'Agir actuelle 373.500€. Besoin financement ~100k€. Stratégie: réorganisation Man'Agir 100% pour repreneur + 3 autres sociétés à PMP. Man'Agir = formation spécialisée secteur travail temporaire (partenariats Prism'emploi, AKTO, CRAMIF). 6 des 7 salariés actionnaires offre. Sylvie Clément (directrice juridique/formation/RH, 9 ans), Gilles Gury (DD, 19 ans), Tavera (formateur-juriste 9 ans), Perrin (gestion formation 14 ans), Prabhakar (gestionnaire RH 7 ans), Meissel (chargée relations clients 2 ans). 6 signataires DocuSign."
"45-21","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre21.pdf","NOVETUDE SANTE","SAS avec faculté de substitution filiale 100%",,"518632153 RCS Nanterre","100 rue Martre 92110 Clichy","Sami RIFAI (Prés. Fondateur) / Olivier MISSOFFE (DG, Dir. pôle Ostéopathie) / Max LEBOEUF (DG Pôle Formation Pro & Développement)","Novétude Group (90% Charterhouse Capital Partners + Famille Peugeot / 10% Management) - enseignement supérieur santé France+Espagne","Offre de cession partielle d'actifs (L.642-2)",2026-04-10,"KEYCE ACADEMY (100% titres détenus par CDP) - SAS cap 10.000€ RCS Montpellier 518729132, 99 Impasse Adam Smith 34470 Perols",100000,100000,0,"environ 30 (salariés Keyce)","100% titres KEYCE ACADEMY (et tous actifs/passifs + volet social) détenus à 100% par CDP. KEYCE = Business School + Tourisme + Informatique (Open IT) + Santé + partenariats (Action Sport School 50%, Keyce Impact, UFG 70%). Présence Montpellier (siège), Nîmes, Toulouse, Clermont-Ferrand, Bordeaux, Lyon, Narbonne, Martinique, Guadeloupe","Aucun actif CDP repris hors KEYCE ACADEMY, aucun contrat CDP repris, aucun salarié CDP repris (sauf ceux dans KEYCE)","Non explicitement listées (offre à parfaire en 2e tour)","Fonds propres groupe Novétude (CA 156M€ 2025, EBITDA 47M€)",156000000,,,,,2026-05-30,"À préciser","NOVETUDE = 18.000 étudiants formation initiale + 45.000 professionnels formation continue/an, 60+ établissements France+Espagne, CA x4 depuis 2021 (37M€ → 156M€). 12 acquisitions FR depuis 2021 (MFO, Holistéa, AADID, Défimédoc, AEPO, Agora Dentaire, Metrodora Espagne 03/2025, ESOO, CESOL, EVA Santé, MEWO, Toccata). Charterhouse a rejoint Peugeot Invest en 2025 pour acquisition Metrodora. KEYCE 2024-25: CA 18,3M€ (-7% vs 19,7M€ 2024), EBITDA -1,5M€ (vs +3,4M€ 2024) - difficultés conjoncturelles liées retard livraison bâtiment NEXUS Montpellier (DDTM autorisation accessibilité refusée pour rentrée 2025). KEYCE ~1200 étudiants, 230 intervenants, Qualiopi. Faculté substitution filiale 100%."
"45-22","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre22.pdf","OCEA Invest","SARL/EURL à associé unique avec faculté de substitution",751000,"914781695 RCS Romans","103 Le Petit Montalivet 26760 Montéléger","Alexis MIRONNEAU (Gérant, né 07/05/1985 Villeurbanne)","Holding personnelle MIRONNEAU - également co-gérant PMP Consulting (offre 45-14) et NEXT STEP","Offre de reprise / cession actifs",2026-04-09,"ECEMA Valence (2000 actions ordinaires = 50%) détenues par CDP - 844543579 RCS Romans",60000,50000,0,0,"2000 actions ECEMA Valence (50% détenu par CDP). Plan de cession partielle (L.631-22 et L.642-1) ou cession actifs autorisée juge-commissaire (L.622-7 et L.622-8). Inclut rachat créances CDP envers ECEMA Valence et filiales (prix forfaitaire 10.000€)","Démission Présidence ECEMA Valence par CDP avant entrée en jouissance","(1) accord juge-commissaire pour rachat créances CDP envers ECEMA Valence (10.000€); (2) confirmation absence transfert charge sûreté L.642-12 al. 4; (3) notification ordonnance juge-commissaire L.622-7","Fonds propres + emprunt bancaire (en discussion)",121528,55137,326754,1166608,1049203,2026-05-11,"À préciser","Caution bancaire ou chèque banque 60.000€ aux mandataires judiciaires. OCEA Invest = holding fondée 2022 par MIRONNEAU. Activité: holding ECEMA Valence. MIRONNEAU = ingénieur informatique EM Lyon + Centrale Lyon. Créateur d'ECEMA Valence en 2018 (8 ans), 14 ans entrepreneuriat. 10 salariés OCEA Invest + filiales. Comptes 2023 OCEA: CA 228.536€, Rex 172.804€, RN 298.203€. 2024: CA 151.351€, Rex 66.538€, RN 302.258€. 2025: CA 121.528€, Rex 55.137€, RN 326.754€. Pacte d'associés ECEMA Valence du 30/11/2018 entre CDP et OCEA. Objectif 500 apprentis bassin valentinois à moyen terme. MIRONNEAU est aussi gérant PMP Consulting (offre 45-14) et impliqué NEXT STEP."
"45-23","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre23.pdf","REWORLD MEDIA","Société anonyme cotée Euronext Growth - avec NEWCO à créer (faculté de substitution)",1160793,"439546011 RCS Nanterre","8 rue Barthélémy Danjou 92100 Boulogne-Billancourt","Pascal CHEVALIER (PDG co-fondateur) / Gautier NORMAND (DG Délégué co-fondateur)","Groupe REWORLD MEDIA (cotée Euronext Growth, CA 529,3M€ 2025, EBITDA 55,4M€, 1219 collab, 11 pays, 80+ marques media: Marie France, Grazia, Auto Plus, Science & Vie, Marmiton, Gourmand, Top Santé, Doctissimo, Télé Magazine)","Offre de plan de reprise (L.642-2)",2026-04-10,"Périmètre actifs CDP à parfaire après audit - Participations hors RJ + baux + IP + ERP",2,1,1,1,"(a) Participations CDP hors celles en plan cession RJ (à analyser/affiner audit); (b) Baux (à analyser); (c) Droits Propriété Intellectuelle/Industrielle (sites, marques); (d) outil ERP; (e) tout autre actif nécessaire poursuite activité","Tout passif: dettes financières/autres, passifs sociaux/litiges salariés, contrats L.642-12","7 CS: (1) finalisation due diligence juridique/financière; (2) absence conclusions revue défavorable; (3) détermination liste précise actifs après audit; (4) toute autre condition audit; (5) absence événement affectant fonds commerce; (6) absence destruction/aliénation actifs importants; (7) confirmation absence droit préemption/agrément","Fonds propres groupe Reworld Media (trésorerie 96,8M€ fin 2025)",529300000,,16900000,,,2026-06-15,"À préciser","Prix dérisoire 2€ (1€+1€) - acquisition opportuniste avec audit complet à venir. 1 seul salarié repris. REWORLD: 88M+ abonnés réseaux sociaux, 1er groupe media consulté par LLM en France (étude AHRef 2026), 34M visiteurs uniques mensuels (record janvier 2026), classé 3e groupe media France 2025 puis 2e en janvier 2026. Trésorerie 96,8M€, dette financière 177,8M€, dette nette 81M€, dette/EBITDA 1,5x. Indivisibilité offre. Acquisition strategique pour pôle BtoB (60% revenus, 70% EBITDA)."
"45-24","45","45_SAS___associ__unique_COLLEGE_DE_PARIS_offre24.pdf","SAMARKAND","SAS",962600,"519189658 RCS Nanterre","24 rue Bucourt 92210 Saint-Cloud","Antoine DENIS (Prés. - né 22/02/1959 Nîmes)","Holding/SPV véhicule de reprise (créée 2010). Associés: Ludovic DENIS (admin/investisseur Seventure ex-fonds capital-risque/board Editions Lefebvre Sarrut), Julien ZUCCARELLI (admin/9 ans DG éducation - YES'n'YOU, ABILWAYS, ABSKILL), Guillaume LEMOULT (DG/10 ans direction formation pro - ex-directeur offre & développement ABSKILL +67% CA en 4 ans), Grégoire SIMON (associé IT/Digital - DSI/RSSI)","Offre acquisition d'actifs",2026-04-09,"COMUNDI (fonds de commerce intégral)",20000,10000,8000,44,"Fonds de commerce COMUNDI intégral + contrats L.622-7 (44 contrats) + actifs corporels immobilisés inventaire + droits/marques/logiciels/fichiers informatiques + stocks + bail siège 39 bd d'Ornano (sans dette loyer antérieure)","Actifs grevés sûreté L.642-12 (réputée coquille si erreur)","Aucune condition suspensive (offre engagée)","Apport liquidités 1-2M€ envisagé + emprunt à structurer Caisse d'Epargne",,,,,,2026-06-01,"À préciser","44 contrats travail repris (CDI + congés payés/RTT/13e mois/primes). Projection COMUNDI: FY25-26 CA 9.022k€ EBITDA 30k€ → FY29-30 CA 11.700k€ EBITDA 1.085k€. 3 phases: sécurisation 0-12 mois, repositionnement 12-36 mois (transitions numériques/écologiques/résilience), croissance externe au-delà. Plan retournement basé expérience binôme ZUCCARELLI+LEMOULT chez ABSKILL (40M€ CA, situation retournement, périmètre comparable COMUNDI). Chèque banque 20.000€ avant audience. Concurrente avec DELLEN (45-04/05, 800k€) + CONSTELLATIS/GERESO (45-09, 2,5M€) + GALILEO partielle (45-08, 100k€) + VERDOSO partielle (45-15)."
